!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_TFTP),
!def(UNITTESTS),
def(HAVE_SETMODE),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
def(__riscos__),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_PTON),
!def(HAVE_FSETXATTR),
True,
def(USE_WINDOWS_SSPI),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
def(CURLRES_SYNCH),
def(HAVE_FDOPEN),
def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LDAP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FSETXATTR),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(ENABLE_IPV6),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(_WIN32_WCE)),
def(__VMS),
def(HAVE_SOCKETPAIR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
(def(USE_NSS)&def(USE_NTLM)),
!def(_LDAP_PVT_H),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
def(HAVE_FSETXATTR_6),
def(SIGALRM),
def(USE_LIBRTMP),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1502),
def(LIB1503),
!def(HAVE_BASENAME),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
def(USE_NTLM),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TELNET),
!def(__EMX__),
def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
