def(USE_WINDOWS_SSPI),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
True,
def(HAVE_FSETXATTR),
def(__riscos__),
!def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(__VMS),
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
def(USE_NSS),
def(USE_GNUTLS),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGHUP),
def(LIB1503),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB585),
def(ENABLE_IPV6),
!def(CURL_DISABLE_HTTP),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_MEMRCHR),
!def(__EMX__),
def(USE_CYASSL),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLDEBUG),
!def(CURL_DISABLE_TELNET),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_PIPE),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGPIPE),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_LDAP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
def(MEMDEBUG_LOG_SYNC),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_ENVIRONMENT),
def(SIGALRM),
def(UNITTESTS),
