!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DISABLE_HTTP),
True,
def(USE_POLARSSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
def(MEMDEBUG_LOG_SYNC),
def(SIGTERM),
def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DISABLE_EXPECT),
def(SIGINT),
def(LIB585),
!def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
def(SIGHUP),
def(CURL_DOES_CONVERSIONS),
def(HAVE_GSSAPI),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CYASSL),
!def(HAVE_GETPASS_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
def(LIB1503),
def(CURL_DO_LINEEND_CONV),
def(ENABLE_IPV6),
def(__riscos__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_STRTOK_R),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_MEMRCHR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_GOPHER),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
!def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_NSS),
!def(CURL_DISABLE_TFTP),
!def(USE_WIN32_IDN),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGALRM),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_TELNET),
def(HAVE_FSETXATTR_6),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_GNUTLS),
def(USE_NGHTTP2),
!def(DEBUGBUILD),
def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
def(UNITTESTS),
def(SIGPIPE),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(UNITTESTS),
