!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
def(USE_WINDOWS_SSPI),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NSS),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DISABLE_EXPECT),
!def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
def(HAVE_SOCKETPAIR),
def(LIB1502),
def(ENABLE_IPV6),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGALRM),
def(LIB1503),
def(HAVE_WRITABLE_ARGV),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
True,
def(USE_CHUNKED),
def(USE_CYASSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_POLARSSL),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(HAVE_GSSAPI),
def(USE_NTLM),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR_6),
def(USE_ENVIRONMENT),
def(LIB585),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_GNUTLS),
def(TIME_WITH_SYS_TIME),
def(DEBUGBUILD),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_LDAP),
!def(_LDAP_PVT_H),
!def(HAVE_GSSAPI),
def(__EMX__),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_DICT),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
def(SIGHUP),
def(HAVE_FDOPEN),
!def(HAVE_INET_PTON),
def(HAVE_PIPE),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_HTTP),
def(__riscos__),
def(CURLRES_SYNCH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
