def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
def(SIGALRM),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
!def(HAVE_BASENAME),
def(SIGPIPE),
def(DEBUGBUILD),
def(MEMDEBUG_LOG_SYNC),
def(CURLDEBUG),
def(HAVE_PIPE),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(HAVE_GETPASS_R),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_GOPHER),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_MEMRCHR),
def(LIB585),
!def(CURL_DISABLE_PROXY),
!def(__EMX__),
def(LIB1502),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
def(__riscos__),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
!def(HAVE_STRTOK_R),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGHUP),
def(USE_WINDOWS_SSPI),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DISABLE_EXPECT),
True,
(def(WIN32)&!def(__AMIGA__)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(_LDAP_PVT_H),
