(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_POLARSSL),
def(DISABLE_EXPECT),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
def(CURLRES_SYNCH),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
def(UNITTESTS),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LDAP),
def(LIB1503),
!def(HAVE_BASENAME),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
!def(UNITTESTS),
def(LIB1502),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_GNUTLS),
!def(CURL_DISABLE_PROXY),
def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FDOPEN),
def(USE_LIBRTMP),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NSS),
!def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR),
!def(HAVE_INET_PTON),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_WINDOWS_SSPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(__EMX__),
!def(CURL_DISABLE_HTTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
!def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_GSSAPI),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
