def(USE_CHUNKED),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
def(USE_NSS),
!def(_LDAP_PVT_H),
def(USE_ENVIRONMENT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_PROXY),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
def(SIGALRM),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
def(DEBUGBUILD),
def(USE_WINDOWS_SSPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
def(WIN32),
def(HAVE_FDOPEN),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_PIPE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
True,
def(USE_POLARSSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
def(LIB585),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_WRITABLE_ARGV),
def(SIGHUP),
def(__EMX__),
def(__riscos__),
def(LIB1502),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_HTTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NTLM),
!def(CURL_DISABLE_RTSP),
def(USE_LIBRTMP),
def(USE_GNUTLS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
def(CURLDEBUG),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
