(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
!def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
def(USE_NTLM),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__EMX__),
!def(HAVE_INET_PTON),
def(SIGHUP),
def(DISABLE_EXPECT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DOES_CONVERSIONS),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
def(HAVE_SETMODE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(DEBUGBUILD),
def(USE_LIBRTMP),
def(LIB1503),
def(HAVE_WRITABLE_ARGV),
def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(UNITTESTS),
def(ENABLE_IPV6),
def(USE_NGHTTP2),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
True,
def(USE_ENVIRONMENT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FDOPEN),
def(CURLRES_SYNCH),
def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_HTTP),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB585),
def(HAVE_SOCKETPAIR),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGPIPE),
def(__VMS),
def(USE_CYASSL),
def(LIB1502),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_FSETXATTR),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
def(SIGALRM),
