!def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGHUP),
def(CURLRES_SYNCH),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
def(SIGPIPE),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_LIBRTMP),
!def(HAVE_GETPASS_R),
def(USE_NGHTTP2),
!def(UNITTESTS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
!def(HAVE_STRTOK_R),
def(LIB1503),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1502),
def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_BASENAME),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_MEMRCHR),
def(UNITTESTS),
!def(__EMX__),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
def(LIB585),
!def(HAVE_INET_NTOP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_GSSAPI),
def(SIGALRM),
def(USE_NSS),
def(HAVE_WRITABLE_ARGV),
