(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(HAVE_SETMODE),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(USE_GNUTLS),
!def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_TELNET),
def(USE_NSS),
def(UNITTESTS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DISABLE_EXPECT),
def(USE_CYASSL),
def(HAVE_PIPE),
def(ENABLE_IPV6),
!def(DEBUGBUILD),
(def(__AMIGA__)&!def(__libnix__)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_NTLM),
def(CURLDEBUG),
!def(HAVE_INET_NTOP),
def(TIME_WITH_SYS_TIME),
def(__AMIGA__),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
def(USE_CHUNKED),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB585),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GETHOSTNAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
!def(HAVE_INET_PTON),
def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(USE_WINDOWS_SSPI),
!def(_LDAP_PVT_H),
def(USE_POLARSSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
def(__VMS),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__riscos__),
!def(CURL_DISABLE_RTSP),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
