def(USE_CYASSL),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DISABLE_EXPECT),
def(USE_NTLM),
def(SIGHUP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(WIN32),
True,
def(CURLDEBUG),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SETMODE),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_NTOP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
!def(HAVE_MEMRCHR),
def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__EMX__),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FDOPEN),
def(LIB1502),
def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_PTON),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TFTP),
def(LIB585),
!def(CURL_DISABLE_TELNET),
def(LIB1503),
def(USE_WINDOWS_SSPI),
def(CURLRES_SYNCH),
def(HAVE_PIPE),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGALRM),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
!def(__EMX__),
!def(HAVE_FSETXATTR),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
