(def(__VMS)&!def(HAVE_GETPASS_R)),
def(MEMDEBUG_LOG_SYNC),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
def(DISABLE_EXPECT),
def(LIB1503),
def(USE_CYASSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGHUP),
def(LIB1502),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
def(HAVE_SETMODE),
!def(HAVE_GSSAPI),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
True,
!def(CURL_DOES_CONVERSIONS),
def(USE_ENVIRONMENT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TELNET),
def(__VMS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_GSSAPI),
def(USE_POLARSSL),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(__EMX__),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DISABLE_HTTP),
def(SIGPIPE),
!def(HAVE_INET_PTON),
def(ENABLE_IPV6),
def(SIGALRM),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
def(HAVE_FSETXATTR_6),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_RTSP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_PROXY),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
def(USE_GNUTLS),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
!def(UNITTESTS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
