def(USE_POLARSSL),
def(SIGPIPE),
def(LIB585),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1503),
!def(HAVE_FSETXATTR),
def(__EMX__),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_GNUTLS),
def(MEMDEBUG_LOG_SYNC),
def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
!def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_DICT),
def(CURLDEBUG),
!def(CURL_DISABLE_HTTP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
def(SIGALRM),
def(USE_NSS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(__AMIGA__)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TFTP),
def(USE_NTLM),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
True,
def(HAVE_SETMODE),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_FSETXATTR),
def(LIB1502),
def(TIME_WITH_SYS_TIME),
def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DOES_CONVERSIONS),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
def(HAVE_PIPE),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_RTSP),
def(DISABLE_EXPECT),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CYASSL),
def(HAVE_FDOPEN),
def(USE_ENVIRONMENT),
