!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
def(__riscos__),
!def(HAVE_MEMRCHR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_DICT),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
(def(WIN32)&!def(__AMIGA__)),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(DEBUGBUILD),
def(DEBUGBUILD),
def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_STRTOK_R),
def(HAVE_SETMODE),
!def(HAVE_INET_NTOP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(SIGHUP),
def(LIB585),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_LIBRTMP),
!def(__EMX__),
!def(_LDAP_PVT_H),
def(HAVE_FDOPEN),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_PTON),
def(CURL_DOES_CONVERSIONS),
def(SIGALRM),
def(HAVE_FSETXATTR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GETPASS_R),
def(LIB1502),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR_6),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGPIPE),
def(CURLRES_SYNCH),
def(__VMS),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_GOPHER),
def(DISABLE_EXPECT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_GNUTLS),
def(USE_CHUNKED),
def(UNITTESTS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
def(CURL_DISABLE_HTTP),
def(USE_NGHTTP2),
!def(HAVE_GSSAPI),
