(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_PIPE),
def(USE_NSS),
def(CURL_DO_LINEEND_CONV),
def(UNITTESTS),
def(DISABLE_EXPECT),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLDEBUG),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_INET_PTON),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(ENABLE_IPV6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_GSSAPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(MEMDEBUG_LOG_SYNC),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
True,
def(USE_POLARSSL),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_GSSAPI),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
def(LIB1503),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_PROXY),
def(USE_NGHTTP2),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TFTP),
def(SIGALRM),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGHUP),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
def(HAVE_SETMODE),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__VMS),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_DICT),
def(USE_GNUTLS),
def(SIGPIPE),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURLRES_SYNCH),
!def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
def(TIME_WITH_SYS_TIME),
def(USE_CHUNKED),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
