!def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR),
def(USE_CYASSL),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_GOPHER),
def(TIME_WITH_SYS_TIME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_GETHOSTNAME),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
True,
def(HAVE_PIPE),
def(USE_LIBRTMP),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_DICT),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_FTP),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
def(__VMS),
(def(__AMIGA__)&!def(__libnix__)),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
def(__AMIGA__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__EMX__),
def(HAVE_SETMODE),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_HTTP),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DEBUGBUILD),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
