def(HAVE_SETMODE),
def(SIGHUP),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
def(DEBUGBUILD),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(DEBUGBUILD),
def(USE_POLARSSL),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__VMS),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(ENABLE_IPV6),
def(USE_NSS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_WRITABLE_ARGV),
!def(_LDAP_PVT_H),
def(SIGALRM),
!def(__EMX__),
def(SIGPIPE),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
True,
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(LIB1502),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
def(HAVE_PIPE),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_DICT),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1503),
def(USE_WINDOWS_SSPI),
def(CURLDEBUG),
def(CURLRES_SYNCH),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_RTSP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
