def(SIGHUP),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_NSS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
def(CURL_DO_LINEEND_CONV),
def(__VMS),
def(HAVE_FDOPEN),
True,
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(__EMX__),
def(TIME_WITH_SYS_TIME),
def(CURL_DOES_CONVERSIONS),
def(USE_WINDOWS_SSPI),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
def(__riscos__),
def(HAVE_WRITABLE_ARGV),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(DEBUGBUILD),
!def(_LDAP_PVT_H),
def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(UNITTESTS),
!def(HAVE_GSSAPI),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_GETPASS_R),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
def(USE_NGHTTP2),
def(SIGALRM),
def(HAVE_GSSAPI),
def(CURLRES_SYNCH),
!def(HAVE_STRTOK_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGPIPE),
def(LIB1503),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
