def(HAVE_WRITABLE_ARGV),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NTLM),
def(LIB1502),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
def(LIB585),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_POLARSSL),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
def(__VMS),
def(__EMX__),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
!def(HAVE_FSETXATTR),
def(CURLRES_SYNCH),
def(SIGHUP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
def(__riscos__),
(def(WIN32)&!def(_WIN32_WCE)),
True,
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(UNITTESTS),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LDAP),
def(HAVE_PIPE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GETPASS_R),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_BASENAME),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLDEBUG),
def(USE_LIBRTMP),
def(SIGPIPE),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_DICT),
def(SIGALRM),
!def(HAVE_INET_NTOP),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
