def(USE_NGHTTP2),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1503),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CYASSL),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LDAP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
!def(HAVE_BASENAME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGPIPE),
def(CURLDEBUG),
def(USE_NSS),
def(UNITTESTS),
def(CURL_DO_LINEEND_CONV),
def(HAVE_FSETXATTR_6),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_PIPE),
def(__EMX__),
!def(CURL_DISABLE_RTSP),
def(SIGALRM),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
def(LIB585),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(USE_NSS)&def(USE_NTLM)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__VMS),
!def(CURL_DISABLE_PROXY),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_STRTOK_R),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(__EMX__),
def(USE_GNUTLS),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_DICT),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
def(LIB1502),
def(ENABLE_IPV6),
def(USE_NTLM),
!def(HAVE_INET_PTON),
def(SIGHUP),
def(USE_CHUNKED),
!def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
