!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_PIPE),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
def(SIGPIPE),
!def(HAVE_INET_NTOP),
!def(HAVE_GETPASS_R),
def(SIGHUP),
def(SIGALRM),
def(DISABLE_EXPECT),
def(UNITTESTS),
!def(HAVE_FSETXATTR),
def(LIB1502),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DEBUGBUILD),
def(USE_LIBRTMP),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_PROXY),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1503),
def(HAVE_SETMODE),
!def(HAVE_MEMRCHR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_HTTP),
def(LIB585),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
def(ENABLE_IPV6),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
!def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
!def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
def(__riscos__),
def(WIN32),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
def(USE_NTLM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURLDEBUG),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
!def(CURL_DISABLE_TELNET),
