(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LDAP),
def(SIGPIPE),
def(USE_GNUTLS),
!def(CURL_DISABLE_DICT),
def(LIB1503),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
!def(HAVE_GSSAPI),
def(CURL_DO_LINEEND_CONV),
def(CURLRES_SYNCH),
def(CURL_DISABLE_HTTP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_INET_PTON),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(USE_NSS),
def(USE_ENVIRONMENT),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_NTOP),
def(HAVE_GSSAPI),
def(ENABLE_IPV6),
def(LIB585),
def(USE_CYASSL),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
def(USE_NGHTTP2),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_PROXY),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGALRM),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGHUP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(UNITTESTS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(__EMX__),
def(HAVE_FDOPEN),
def(__EMX__),
def(LIB1502),
