def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
!def(HAVE_INET_NTOP),
def(LIB1503),
!def(CURL_DISABLE_PROXY),
def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
!def(HAVE_BASENAME),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR_6),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(DEBUGBUILD),
def(USE_CHUNKED),
def(USE_POLARSSL),
def(DISABLE_EXPECT),
def(SIGPIPE),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__VMS),
!def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_MEMRCHR),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLRES_SYNCH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SOCKETPAIR),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_GOPHER),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
True,
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(SIGHUP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_ENVIRONMENT),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
def(LIB1502),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_TFTP),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(SIGALRM),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__EMX__),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
def(__riscos__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
!def(CURL_DISABLE_DICT),
