!def(CURL_DISABLE_HTTP),
def(LIB585),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_TELNET),
def(HAVE_FDOPEN),
def(LIB1503),
!def(HAVE_INET_PTON),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
def(CURL_DO_LINEEND_CONV),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
!def(CURL_DISABLE_GOPHER),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(UNITTESTS),
def(SIGPIPE),
def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_BASENAME),
def(LIB1502),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_PIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
def(CURLDEBUG),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NTLM),
!def(HAVE_GETPASS_R),
def(TIME_WITH_SYS_TIME),
def(HAVE_GSSAPI),
!def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
!def(HAVE_GSSAPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
def(DEBUGBUILD),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DISABLE_EXPECT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLRES_SYNCH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(_LDAP_PVT_H),
def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
True,
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(__EMX__),
