!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(UNITTESTS),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(CURLDEBUG),
def(SIGPIPE),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_PIPE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DEBUGBUILD),
def(USE_POLARSSL),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
def(SIGALRM),
def(USE_NSS),
!def(CURL_DISABLE_RTSP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TFTP),
def(LIB585),
def(USE_WINDOWS_SSPI),
def(USE_CYASSL),
def(HAVE_FDOPEN),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__VMS),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
def(CURLRES_SYNCH),
def(USE_GNUTLS),
def(__riscos__),
def(HAVE_FSETXATTR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_NTOP),
def(LIB1503),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_BASENAME),
def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SETMODE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_GSSAPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
def(SIGHUP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_GOPHER),
True,
def(HAVE_FSETXATTR_6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
def(USE_NTLM),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_DICT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NGHTTP2),
def(DISABLE_EXPECT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
