def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_PROXY),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__EMX__),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_MEMRCHR),
def(LIB1503),
def(USE_CYASSL),
!def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
True,
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DO_LINEEND_CONV),
!def(__EMX__),
def(CURLRES_SYNCH),
def(USE_ENVIRONMENT),
!def(HAVE_BASENAME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB585),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_RTSP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TFTP),
def(TIME_WITH_SYS_TIME),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(WIN32)&!def(_WIN32_WCE)),
def(ENABLE_IPV6),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_GNUTLS),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_GSSAPI),
def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NGHTTP2),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
def(HAVE_SETMODE),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TELNET),
!def(_LDAP_PVT_H),
def(SIGALRM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
def(HAVE_FDOPEN),
def(LIB1502),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_PTON),
