def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
def(USE_CHUNKED),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__riscos__),
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
def(HAVE_GETHOSTNAME),
!def(CURL_DISABLE_DICT),
def(__AMIGA__),
!def(CURL_DISABLE_TFTP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
!def(HAVE_INET_PTON),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LDAP),
def(HAVE_PIPE),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLDEBUG),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
True,
def(USE_NSS),
!def(_LDAP_PVT_H),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB585),
def(UNITTESTS),
def(USE_POLARSSL),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_NTLM),
!def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
!def(USE_WINDOWS_SSPI),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(USE_CYASSL),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_FTP),
