!def(HAVE_STRTOK_R),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SETMODE),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLRES_SYNCH),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_LIBRTMP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_GSSAPI),
True,
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(CURLDEBUG),
!def(CURL_DISABLE_GOPHER),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_GSSAPI),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DEBUGBUILD),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
def(__riscos__),
def(USE_NTLM),
!def(HAVE_MEMRCHR),
def(USE_NSS),
def(UNITTESTS),
def(__VMS),
def(USE_NGHTTP2),
!def(HAVE_BASENAME),
def(SIGPIPE),
(def(WIN32)&!def(__AMIGA__)),
def(LIB1502),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
def(LIB585),
def(HAVE_PIPE),
def(MEMDEBUG_LOG_SYNC),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_DICT),
