def(UNITTESTS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_DICT),
def(__EMX__),
!def(CURL_DISABLE_LDAP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_ENVIRONMENT),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGHUP),
!def(HAVE_INET_NTOP),
def(SIGPIPE),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_GOPHER),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_CYASSL),
def(CURL_DISABLE_HTTP),
def(CURL_DO_LINEEND_CONV),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GSSAPI),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
!def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
def(SIGALRM),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(_LDAP_PVT_H),
def(__VMS),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
def(USE_NSS),
def(HAVE_GSSAPI),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
def(HAVE_SETMODE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__riscos__),
def(USE_CHUNKED),
def(LIB1502),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(UNITTESTS),
def(DISABLE_EXPECT),
def(CURLRES_SYNCH),
def(LIB1503),
(def(_LDAP_PVT_H)&def(USE_SSL)),
True,
