!def(HAVE_STRTOK_R),
def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(UNITTESTS),
!def(HAVE_INET_NTOP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLRES_SYNCH),
def(TIME_WITH_SYS_TIME),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGALRM),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_MEMRCHR),
def(LIB1502),
def(ENABLE_IPV6),
def(LIB1503),
def(HAVE_FSETXATTR),
def(SIGHUP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SOCKETPAIR),
!def(HAVE_INET_PTON),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_POLARSSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_GOPHER),
!def(DEBUGBUILD),
def(LIB585),
def(USE_GNUTLS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NGHTTP2),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_GETPASS_R),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR_6),
def(HAVE_SETMODE),
def(USE_WINDOWS_SSPI),
def(DISABLE_EXPECT),
def(USE_CHUNKED),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
!def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
!def(CURL_DISABLE_HTTP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
def(DEBUGBUILD),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_TELNET),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
