(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_PIPE),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(ENABLE_IPV6),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1502),
def(LIB585),
def(LIB1503),
!def(CURL_DISABLE_TELNET),
def(USE_CHUNKED),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(HAVE_SOCKETPAIR),
!def(HAVE_BASENAME),
def(USE_CYASSL),
!def(DEBUGBUILD),
def(SIGALRM),
def(USE_WINDOWS_SSPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_DICT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DEBUGBUILD),
def(SIGHUP),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NSS),
def(__riscos__),
def(DISABLE_EXPECT),
def(CURLDEBUG),
def(__VMS),
def(CURLRES_SYNCH),
def(SIGPIPE),
def(USE_GNUTLS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NTLM),
def(__EMX__),
True,
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_PTON),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(UNITTESTS),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
