def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
def(USE_CHUNKED),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_PROXY),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
def(USE_GNUTLS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(DEBUGBUILD),
def(LIB585),
!def(CURL_DISABLE_TELNET),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_LDAP),
def(LIB1502),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
def(USE_NTLM),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(_LDAP_PVT_H),
def(__VMS),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_STRTOK_R),
def(LIB1503),
!def(HAVE_MEMRCHR),
def(__riscos__),
def(SIGHUP),
def(TIME_WITH_SYS_TIME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TFTP),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DISABLE_HTTP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_GOPHER),
def(USE_LIBRTMP),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
def(CURLDEBUG),
!def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_BASENAME),
def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_PIPE),
def(SIGPIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
True,
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
