def(USE_NTLM),
def(SIGALRM),
def(UNITTESTS),
!def(_LDAP_PVT_H),
!def(HAVE_INET_PTON),
def(CURLRES_SYNCH),
def(SIGHUP),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_FDOPEN),
def(LIB1503),
!def(CURL_DISABLE_RTSP),
def(USE_NGHTTP2),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_BASENAME),
def(HAVE_SOCKETPAIR),
def(HAVE_WRITABLE_ARGV),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
True,
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_LIBRTMP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(DEBUGBUILD),
def(LIB585),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
def(USE_CHUNKED),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
!def(__EMX__),
!def(UNITTESTS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_GNUTLS),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_GSSAPI),
!def(HAVE_GETPASS_R),
def(TIME_WITH_SYS_TIME),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__EMX__),
def(USE_POLARSSL),
def(MEMDEBUG_LOG_SYNC),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_ENVIRONMENT),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NSS),
def(ENABLE_IPV6),
def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGPIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLDEBUG),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR),
