!def(HAVE_INET_PTON),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
def(__VMS),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
def(USE_CHUNKED),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DISABLE_EXPECT),
def(__riscos__),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
def(LIB1502),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_POLARSSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_GSSAPI),
def(USE_WINDOWS_SSPI),
!def(HAVE_BASENAME),
def(CURLRES_SYNCH),
def(SIGPIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_NGHTTP2),
def(SIGALRM),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NSS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__EMX__),
def(UNITTESTS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_ENVIRONMENT),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LDAP),
def(LIB585),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_WRITABLE_ARGV),
def(SIGHUP),
!def(_LDAP_PVT_H),
!def(__EMX__),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_GSSAPI),
