def(DISABLE_EXPECT),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLDEBUG),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_FTP),
def(USE_POLARSSL),
def(CURL_DISABLE_HTTP),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
def(USE_LIBRTMP),
def(UNITTESTS),
def(HAVE_GETHOSTNAME),
!def(HAVE_FSETXATTR),
!def(__EMX__),
def(__AMIGA__),
True,
def(HAVE_SETMODE),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
def(USE_CYASSL),
def(__riscos__),
def(__EMX__),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(USE_WINDOWS_SSPI),
def(ENABLE_IPV6),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(HAVE_PIPE),
