def(UNITTESTS),
def(HAVE_PIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
True,
def(USE_NTLM),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DOES_CONVERSIONS),
!def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
def(USE_LIBRTMP),
def(USE_POLARSSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FDOPEN),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(_LDAP_PVT_H),
def(USE_GNUTLS),
def(SIGALRM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_WRITABLE_ARGV),
def(CURLDEBUG),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
!def(CURL_DISABLE_RTSP),
def(CURLRES_SYNCH),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_INET_PTON),
!def(HAVE_STRTOK_R),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGPIPE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_WINDOWS_SSPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
def(USE_CHUNKED),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
def(__VMS),
def(LIB1503),
def(TIME_WITH_SYS_TIME),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LDAP),
!def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
