!def(HAVE_OPENSSL),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NSS),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_INET_PTON),
def(LIB1503),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGTERM),
def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(USE_CYASSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__riscos__),
def(LIB585),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SOCKETPAIR),
def(SIGALRM),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLRES_SYNCH),
def(USE_ENVIRONMENT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(__AMIGA__)),
def(SIGINT),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1502),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
!def(UNITTESTS),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NGHTTP2),
def(USE_GNUTLS),
!def(__EMX__),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
True,
!def(_LDAP_PVT_H),
(def(WIN32)&!def(_WIN32_WCE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_FTP),
!def(USE_WIN32_IDN),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(__libnix__),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LDAP),
def(ENABLE_IPV6),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_GETPASS_R),
