def(SIGALRM),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
def(HAVE_SETMODE),
def(__VMS),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(__AMIGA__)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NGHTTP2),
def(USE_POLARSSL),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB585),
def(USE_CYASSL),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_PROXY),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_TELNET),
def(HAVE_GSSAPI),
def(USE_LIBRTMP),
def(USE_NTLM),
!def(HAVE_GETPASS_R),
def(CURL_DO_LINEEND_CONV),
def(USE_WINDOWS_SSPI),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURLDEBUG),
True,
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(SIGPIPE),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NSS),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(__riscos__),
def(HAVE_PIPE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLRES_SYNCH),
