def(USE_CYASSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_DICT),
def(ENABLE_IPV6),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
def(LIB585),
!def(HAVE_INET_PTON),
def(USE_NTLM),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(_LDAP_PVT_H),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CHUNKED),
def(DISABLE_EXPECT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
!def(CURL_DISABLE_GOPHER),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TELNET),
!def(USE_WINDOWS_SSPI),
def(__riscos__),
!def(HAVE_MEMRCHR),
def(DEBUGBUILD),
def(CURLDEBUG),
!def(HAVE_FSETXATTR),
def(USE_POLARSSL),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
def(__EMX__),
def(__AMIGA__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_GETHOSTNAME),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR),
def(USE_NSS),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_NTOP),
True,
def(UNITTESTS),
