def(USE_LIBRTMP),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_PROXY),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
True,
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
(def(WIN32)&!def(__AMIGA__)),
def(ENABLE_IPV6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TELNET),
def(SIGPIPE),
!def(HAVE_BASENAME),
def(LIB1503),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1502),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGHUP),
!def(HAVE_MEMRCHR),
def(HAVE_PIPE),
def(UNITTESTS),
!def(_LDAP_PVT_H),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_HTTP),
def(CURLDEBUG),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR),
def(LIB585),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(DEBUGBUILD),
def(USE_CYASSL),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SETMODE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
!def(HAVE_FSETXATTR),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
def(USE_NTLM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
def(CURLRES_SYNCH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
