def(USE_NSS),
def(MEMDEBUG_LOG_SYNC),
def(TIME_WITH_SYS_TIME),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_WRITABLE_ARGV),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(SIGHUP),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGPIPE),
def(USE_NTLM),
def(__riscos__),
def(LIB1503),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FDOPEN),
def(CURLDEBUG),
def(HAVE_PIPE),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_PTON),
!def(HAVE_BASENAME),
def(UNITTESTS),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_WINDOWS_SSPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
True,
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(DEBUGBUILD),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DEBUGBUILD),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
def(USE_CHUNKED),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SOCKETPAIR),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
def(LIB585),
def(__VMS),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
