def(SIGALRM),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_WRITABLE_ARGV),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_WINDOWS_SSPI),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
def(HAVE_GSSAPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_TELNET),
def(LIB585),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
True,
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
def(SIGPIPE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(__EMX__),
def(USE_CHUNKED),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_GNUTLS),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GSSAPI),
!def(DEBUGBUILD),
def(HAVE_FDOPEN),
def(LIB1503),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(UNITTESTS),
!def(HAVE_GETPASS_R),
def(__EMX__),
!def(HAVE_INET_NTOP),
def(USE_NSS),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
def(HAVE_FSETXATTR_6),
def(LIB1502),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
