def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
def(LIB585),
def(ENABLE_IPV6),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
def(TIME_WITH_SYS_TIME),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
def(USE_GNUTLS),
def(HAVE_GSSAPI),
def(CURLDEBUG),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_GSSAPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_MEMRCHR),
def(SIGALRM),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
!def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
(def(WIN32)&!def(__AMIGA__)),
True,
!def(_LDAP_PVT_H),
def(__riscos__),
!def(CURL_DISABLE_DICT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FSETXATTR_6),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_BASENAME),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_PTON),
def(HAVE_SOCKETPAIR),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
!def(__EMX__),
def(USE_ENVIRONMENT),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGPIPE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FDOPEN),
def(LIB1502),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1503),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGHUP),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
!def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
def(CURL_DISABLE_HTTP),
def(UNITTESTS),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
