(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_ENVIRONMENT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
def(USE_NSS),
def(USE_LIBRTMP),
!def(__EMX__),
def(HAVE_SOCKETPAIR),
!def(CURL_DOES_CONVERSIONS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SETMODE),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
!def(HAVE_GSSAPI),
def(DISABLE_EXPECT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CYASSL),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
def(__riscos__),
def(USE_CHUNKED),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_DICT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_HTTP),
def(SIGPIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LDAP),
True,
!def(HAVE_GETPASS_R),
!def(UNITTESTS),
def(__EMX__),
def(LIB585),
def(SIGHUP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(__AMIGA__)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLRES_SYNCH),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_GOPHER),
def(USE_WINDOWS_SSPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_TELNET),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(_LDAP_PVT_H),
def(LIB1502),
def(USE_NGHTTP2),
!def(HAVE_INET_NTOP),
def(USE_POLARSSL),
def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
