!def(CURL_DISABLE_GOPHER),
!def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_PROXY),
def(USE_NTLM),
!def(HAVE_STRTOK_R),
def(USE_ENVIRONMENT),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_FDOPEN),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
def(HAVE_WRITABLE_ARGV),
(def(USE_NSS)&def(USE_NTLM)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__VMS),
!def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGHUP),
!def(HAVE_INET_PTON),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(_WIN32_WCE)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NSS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
!def(DEBUGBUILD),
def(USE_POLARSSL),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_WINDOWS_SSPI),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
def(ENABLE_IPV6),
!def(UNITTESTS),
def(CURL_DISABLE_HTTP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
def(USE_CYASSL),
def(DISABLE_EXPECT),
def(LIB585),
!def(HAVE_MEMRCHR),
def(USE_GNUTLS),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1503),
(def(WIN32)&!def(__AMIGA__)),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
def(LIB1502),
def(HAVE_SOCKETPAIR),
