def(USE_CHUNKED),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_BASENAME),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
def(HAVE_PIPE),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_LDAP),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
def(SIGALRM),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1503),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_TELNET),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLDEBUG),
def(TIME_WITH_SYS_TIME),
def(HAVE_WRITABLE_ARGV),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DISABLE_EXPECT),
def(HAVE_SETMODE),
def(USE_ENVIRONMENT),
def(HAVE_SOCKETPAIR),
def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
True,
def(LIB1502),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(__EMX__),
def(USE_POLARSSL),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_PROXY),
def(USE_CYASSL),
!def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GETPASS_R),
def(LIB585),
def(USE_LIBRTMP),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(SIGHUP),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_GNUTLS),
