!def(HAVE_BASENAME),
!def(CURL_DISABLE_PROXY),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(TIME_WITH_SYS_TIME),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGHUP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(UNITTESTS),
def(__riscos__),
def(LIB585),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(_WIN32_WCE)),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
!def(DEBUGBUILD),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
def(USE_ENVIRONMENT),
def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR),
def(__EMX__),
def(USE_NGHTTP2),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(_LDAP_PVT_H),
def(CURLRES_SYNCH),
def(USE_CYASSL),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
def(SIGPIPE),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_GNUTLS),
def(LIB1502),
def(HAVE_GSSAPI),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
def(HAVE_SOCKETPAIR),
!def(UNITTESTS),
def(USE_CHUNKED),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGALRM),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_NTOP),
!def(HAVE_GSSAPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB1503),
