(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLDEBUG),
!def(CURL_DISABLE_FTP),
True,
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(__EMX__),
def(USE_NSS),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__AMIGA__),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
(def(__AMIGA__)&!def(__libnix__)),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DISABLE_TFTP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(LIB585),
!def(USE_WINDOWS_SSPI),
def(__riscos__),
def(HAVE_SETMODE),
def(USE_LIBRTMP),
!def(HAVE_STRTOK_R),
def(__VMS),
def(ENABLE_IPV6),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_GETHOSTNAME),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(HAVE_INET_PTON),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(__EMX__),
