def(HAVE_SOCKETPAIR),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NSS),
def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
def(USE_LIBRTMP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(__EMX__),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGHUP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GETPASS_R),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
def(USE_WINDOWS_SSPI),
def(ENABLE_IPV6),
!def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_RTSP),
def(TIME_WITH_SYS_TIME),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_PTON),
def(WIN32),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURLDEBUG),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_GOPHER),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
!def(HAVE_MEMRCHR),
!def(_LDAP_PVT_H),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__EMX__),
!def(CURL_DISABLE_DICT),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
def(LIB1503),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(CURLRES_SYNCH),
True,
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(UNITTESTS),
def(SIGALRM),
