!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
!def(CURL_DISABLE_FTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__AMIGA__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TFTP),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SETMODE),
def(HAVE_GETHOSTNAME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_RTSP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
True,
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
def(TIME_WITH_SYS_TIME),
def(LIB585),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__EMX__),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
def(CURLDEBUG),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_MEMRCHR),
def(UNITTESTS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_HTTP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(HAVE_WRITABLE_ARGV),
def(USE_NTLM),
