def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TFTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LDAP),
def(HAVE_GSSAPI),
def(USE_CYASSL),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GSSAPI),
def(USE_POLARSSL),
!def(CURL_DISABLE_PROXY),
!def(HAVE_GETPASS_R),
def(SIGALRM),
def(CURL_DOES_CONVERSIONS),
def(__VMS),
def(USE_GNUTLS),
def(LIB1502),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_PIPE),
def(CURLRES_SYNCH),
def(USE_LIBRTMP),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
def(__EMX__),
def(HAVE_FSETXATTR_6),
def(USE_ENVIRONMENT),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_FDOPEN),
(def(USE_NSS)&def(USE_NTLM)),
def(UNITTESTS),
def(SIGHUP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
def(USE_WINDOWS_SSPI),
def(HAVE_SOCKETPAIR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_MEMRCHR),
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_BASENAME),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NSS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_DICT),
def(SIGPIPE),
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1503),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
True,
!def(HAVE_INET_PTON),
def(CURLDEBUG),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CHUNKED),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_RTSP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DISABLE_HTTP),
def(USE_NGHTTP2),
def(ENABLE_IPV6),
