(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(LIB585),
!def(HAVE_STRTOK_R),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__VMS),
!def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(__AMIGA__)&!def(__libnix__)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
def(CURLDEBUG),
def(DISABLE_EXPECT),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SETMODE),
!def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_PIPE),
def(__EMX__),
!def(HAVE_INET_NTOP),
def(__AMIGA__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(ENABLE_IPV6),
def(HAVE_WRITABLE_ARGV),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
True,
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CHUNKED),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
def(USE_POLARSSL),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_TFTP),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_DICT),
def(HAVE_GETHOSTNAME),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_MEMRCHR),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
