def(USE_CYASSL),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGPIPE),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FDOPEN),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(__EMX__),
def(UNITTESTS),
def(USE_NGHTTP2),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
def(USE_LIBRTMP),
def(USE_WINDOWS_SSPI),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DISABLE_HTTP),
True,
!def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR_6),
def(CURLRES_SYNCH),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(__AMIGA__)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_PTON),
def(SIGHUP),
def(SIGALRM),
!def(CURL_DISABLE_HTTP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_LDAP),
def(__EMX__),
def(DISABLE_EXPECT),
def(HAVE_SETMODE),
def(LIB1502),
def(HAVE_GSSAPI),
def(HAVE_SOCKETPAIR),
def(__riscos__),
def(MEMDEBUG_LOG_SYNC),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_BASENAME),
def(USE_CHUNKED),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(ENABLE_IPV6),
!def(HAVE_GETPASS_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_GNUTLS),
!def(HAVE_GSSAPI),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_GOPHER),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR),
