(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_CRYPTO_AUTH),
True,
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_PROXY),
def(HAVE_SETMODE),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(USE_POLARSSL),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
def(CURLDEBUG),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_FTP),
def(HAVE_PIPE),
def(HAVE_GETHOSTNAME),
def(__riscos__),
def(LIB585),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(DEBUGBUILD),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(UNITTESTS),
!def(DEBUGBUILD),
def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_NTOP),
def(__AMIGA__),
def(USE_CYASSL),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(USE_NSS),
!def(__EMX__),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(_LDAP_PVT_H),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_HTTP),
def(__VMS),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_WRITABLE_ARGV),
