(def(WIN32)&!def(__AMIGA__)),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_FDOPEN),
def(SIGALRM),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
!def(__EMX__),
def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
def(HAVE_PIPE),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_PROXY),
def(USE_NSS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_GNUTLS),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
True,
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_RTSP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1502),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB585),
def(USE_ENVIRONMENT),
def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DEBUGBUILD),
def(CURLDEBUG),
def(__riscos__),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
def(USE_LIBRTMP),
def(HAVE_SOCKETPAIR),
def(HAVE_SETMODE),
!def(DEBUGBUILD),
def(USE_CYASSL),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_HTTP),
