def(USE_LIBRTMP),
def(USE_CHUNKED),
def(__AMIGA__),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
def(ENABLE_IPV6),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
!def(USE_WINDOWS_SSPI),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(HAVE_PIPE),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NSS),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(__AMIGA__)&!def(__libnix__)),
def(USE_POLARSSL),
!def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
def(DEBUGBUILD),
def(USE_CYASSL),
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_GETHOSTNAME),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_NTOP),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
def(__VMS),
def(LIB585),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
