def(USE_CHUNKED),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(MEMDEBUG_LOG_SYNC),
!def(__EMX__),
def(DISABLE_EXPECT),
!def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
def(TIME_WITH_SYS_TIME),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LDAP),
def(SIGHUP),
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_LIBRTMP),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(SIGALRM),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_PIPE),
def(HAVE_SOCKETPAIR),
def(CURLDEBUG),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_DICT),
def(HAVE_GSSAPI),
def(HAVE_WRITABLE_ARGV),
def(SIGPIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(LIB1503),
def(USE_NTLM),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NSS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CYASSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
True,
def(HAVE_FSETXATTR_6),
!def(HAVE_BASENAME),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
!def(CURL_DISABLE_TFTP),
def(CURL_DOES_CONVERSIONS),
def(__riscos__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__EMX__),
!def(_LDAP_PVT_H),
def(USE_ENVIRONMENT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_NTOP),
def(LIB585),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
!def(HAVE_STRTOK_R),
def(__VMS),
!def(HAVE_GETPASS_R),
def(USE_NGHTTP2),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(DEBUGBUILD),
(def(USE_NSS)&def(USE_NTLM)),
