def(USE_LIBRTMP),
def(__riscos__),
True,
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
!def(HAVE_BASENAME),
def(LIB1502),
def(DISABLE_EXPECT),
def(SIGALRM),
def(USE_CYASSL),
def(HAVE_FSETXATTR_6),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
def(USE_NGHTTP2),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__VMS),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FDOPEN),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB585),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
def(USE_NTLM),
def(SIGHUP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(USE_POLARSSL),
def(SIGPIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(USE_NSS)&def(USE_NTLM)),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
def(USE_ENVIRONMENT),
def(USE_GNUTLS),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
def(UNITTESTS),
!def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_DICT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_GSSAPI),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_MEMRCHR),
def(__EMX__),
def(CURLRES_SYNCH),
