def(CURLRES_SYNCH),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR_6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(LIB1502),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_PTON),
def(SIGHUP),
def(SIGALRM),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CYASSL),
!def(CURL_DISABLE_HTTP),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TFTP),
def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_RTSP),
def(HAVE_FDOPEN),
def(USE_LIBRTMP),
def(HAVE_SETMODE),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
True,
(def(USE_NSS)&def(USE_NTLM)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
def(LIB1503),
def(ENABLE_IPV6),
def(SIGPIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
def(DEBUGBUILD),
def(LIB585),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_PROXY),
def(USE_NTLM),
def(USE_POLARSSL),
def(UNITTESTS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DOES_CONVERSIONS),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURLDEBUG),
!def(HAVE_GETPASS_R),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SOCKETPAIR),
def(USE_NSS),
def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(USE_NGHTTP2),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(__VMS),
!def(CURL_DISABLE_DICT),
def(USE_GNUTLS),
