def(USE_LIBRTMP),
!def(_LDAP_PVT_H),
def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
def(HAVE_GETHOSTNAME),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(ENABLE_IPV6),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__riscos__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_STRTOK_R),
(def(__AMIGA__)&!def(__libnix__)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__AMIGA__),
!def(USE_WINDOWS_SSPI),
def(__EMX__),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NSS),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(UNITTESTS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
True,
!def(HAVE_INET_NTOP),
def(LIB585),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
