!def(CURL_DISABLE_DICT),
def(UNITTESTS),
def(USE_ENVIRONMENT),
def(CURLRES_SYNCH),
def(SIGALRM),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_PTON),
def(HAVE_FDOPEN),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__VMS),
!def(HAVE_STRTOK_R),
!def(HAVE_BASENAME),
def(USE_POLARSSL),
!def(DEBUGBUILD),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
!def(CURL_DISABLE_RTSP),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
True,
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGHUP),
def(SIGPIPE),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CHUNKED),
def(LIB585),
!def(HAVE_INET_NTOP),
def(HAVE_SOCKETPAIR),
!def(__EMX__),
!def(_LDAP_PVT_H),
def(USE_GNUTLS),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_PIPE),
def(HAVE_WRITABLE_ARGV),
def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_MEMRCHR),
def(USE_NSS),
!def(CURL_DISABLE_LDAP),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DOES_CONVERSIONS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
def(USE_LIBRTMP),
def(USE_NTLM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_HTTP),
