def(UNITTESTS),
def(USE_NSS),
!def(__EMX__),
def(CURL_DO_LINEEND_CONV),
def(ENABLE_IPV6),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GSSAPI),
def(USE_ENVIRONMENT),
!def(DEBUGBUILD),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NTLM),
def(TIME_WITH_SYS_TIME),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
def(USE_WINDOWS_SSPI),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_HTTP),
def(HAVE_SOCKETPAIR),
def(CURLDEBUG),
True,
def(__riscos__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_NTOP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_GSSAPI),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGALRM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FDOPEN),
def(CURLRES_SYNCH),
def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
def(LIB585),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_PIPE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_RTSP),
def(LIB1503),
!def(HAVE_GETPASS_R),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(__AMIGA__)),
def(SIGPIPE),
(def(WIN32)&!def(_WIN32_WCE)),
def(DEBUGBUILD),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_NGHTTP2),
