def(HAVE_WRITABLE_ARGV),
def(SIGPIPE),
!def(HAVE_STRTOK_R),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LDAP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
!def(HAVE_GETPASS_R),
def(CURLDEBUG),
def(CURLRES_SYNCH),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB1503),
!def(HAVE_FSETXATTR),
def(__VMS),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
def(HAVE_PIPE),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
!def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
def(DISABLE_EXPECT),
def(USE_CYASSL),
def(USE_GNUTLS),
def(__EMX__),
def(LIB585),
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TELNET),
def(LIB1502),
def(USE_NSS),
True,
def(USE_NTLM),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_MEMRCHR),
def(SIGALRM),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SOCKETPAIR),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SETMODE),
!def(HAVE_INET_PTON),
