def(USE_WINDOWS_SSPI),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
True,
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR),
!def(DEBUGBUILD),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_PIPE),
def(SIGALRM),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB585),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(ENABLE_IPV6),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CYASSL),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_BASENAME),
def(__riscos__),
def(LIB1502),
def(USE_NSS),
def(DISABLE_EXPECT),
def(UNITTESTS),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
def(USE_LIBRTMP),
def(HAVE_FDOPEN),
def(USE_ENVIRONMENT),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
def(__VMS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_DICT),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(_LDAP_PVT_H),
def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TELNET),
